"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,90,82,80,58,57
Admitidas,76,76,62,53,55
No admitidas,14,6,18,5,2
