"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,54,45,53,58,44
Admitidas,50,45,41,38,31
No admitidas,4,0,12,20,13
