"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,158,154,134,134,129
Admitidas (presentadas en el centro),85,95,93,89,87
Admitidas (presentadas en otro centro),0,3,3,6,5
No admitidas (presentadas en el centro),74,56,38,39,37
