"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,145,80,155,142,182
Admitidas,124,47,88,120,91
No admitidas,21,33,67,22,91
