"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,93,91,85,79,92
Admitidas (presentadas en el centro),64,81,69,69,77
Admitidas (presentadas en otro centro),0,3,5,1,2
No admitidas (presentadas en el centro),31,7,10,9,13
