"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,164,171,141,136,149
Admitidas (presentadas en el centro),101,82,88,78,97
Admitidas (presentadas en otro centro),0,8,5,5,9
No admitidas (presentadas en el centro),70,80,48,53,43
