"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,98,82,79,46,68
Admitidas,82,58,37,39,39
No admitidas,16,24,42,7,29
