"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,176,210,202,205,202
Admitidas (presentadas en el centro),134,138,129,133,134
Admitidas (presentadas en otro centro),0,5,10,7,8
No admitidas (presentadas en el centro),43,66,62,65,60
