"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,78,60,42,39,48
Admitidas,74,47,34,35,25
No admitidas,4,13,8,4,23
