"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,154,183,206,183,196
Admitidas,137,150,147,140,124
No admitidas,17,33,59,43,72
