"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,132,131,137,142,146
Admitidas (presentadas en el centro),97,110,100,98,104
Admitidas (presentadas en otro centro),0,2,4,3,2
No admitidas (presentadas en el centro),40,19,33,41,39
