"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,173,198,196,166,259
Admitidas,165,152,159,117,193
No admitidas,8,46,37,49,66
