"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,9,6,4,4,11
Admitidas,7,2,4,2,11
No admitidas,2,4,0,2,0
