"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,6,3,4,7,5
Admitidas,5,1,2,1,0
No admitidas,1,2,2,6,5
