"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,72,51,54,40,30
Admitidas,65,46,51,36,27
No admitidas,7,5,3,4,3
