"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,38,43,43,40,25
Admitidas,38,43,42,35,24
No admitidas,0,0,1,5,1
