"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,136,162,149,138,130
Admitidas (presentadas en el centro),93,94,98,99,103
Admitidas (presentadas en otro centro),0,5,6,5,7
No admitidas (presentadas en el centro),44,62,45,34,19
