"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,7,6,10,8,6
Admitidas,5,4,5,4,3
No admitidas,2,2,5,4,3
