"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,64,68,72,63,74
Admitidas (presentadas en el centro),46,62,64,60,68
Admitidas (presentadas en otro centro),0,3,4,3,5
No admitidas (presentadas en el centro),20,3,4,0,1
