"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,70,81,75,71,54
Admitidas,50,71,58,59,48
No admitidas,20,10,17,12,6
