"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,149,195,159,169,169
Admitidas,129,128,133,137,142
No admitidas,20,67,26,32,27
