"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,165,203,182,200,197
Admitidas (presentadas en el centro),102,110,109,113,108
Admitidas (presentadas en otro centro),0,4,3,2,4
No admitidas (presentadas en el centro),63,89,70,85,84
