"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,138,142,133,143,107
Admitidas (presentadas en el centro),109,108,112,111,94
Admitidas (presentadas en otro centro),0,1,4,2,0
No admitidas (presentadas en el centro),30,33,17,30,13
