"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,57,53,54,51,51
Admitidas,56,53,49,50,43
No admitidas,1,0,5,1,8
