"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,1,5,7,7,8
Admitidas,1,4,7,6,6
No admitidas,0,1,0,1,2
