"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,110,65,94,94,88
Admitidas,88,48,72,80,71
No admitidas,22,17,22,14,17
