"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,140,133,136,132,126
Admitidas (presentadas en el centro),112,104,111,106,108
Admitidas (presentadas en otro centro),0,8,5,6,3
No admitidas (presentadas en el centro),31,21,18,20,15
