"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,2,5,6,7,8
Admitidas,0,0,3,1,2
No admitidas,2,5,3,6,6
