"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,4,15,5,17,12
Admitidas,0,8,1,3,5
No admitidas,4,7,4,14,7
