"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,12,6,5,6,4
Admitidas,9,6,4,5,2
No admitidas,3,0,1,1,2
