"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,139,135,142,118,120
Admitidas (presentadas en el centro),107,123,125,105,103
Admitidas (presentadas en otro centro),0,5,7,6,4
No admitidas (presentadas en el centro),37,7,10,7,13
