"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,41,48,57,55,56
Admitidas (presentadas en el centro),34,47,54,54,52
Admitidas (presentadas en otro centro),0,0,1,1,0
No admitidas (presentadas en el centro),10,1,2,0,4
