"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,183,285,332,378,283
Admitidas,123,106,147,145,83
No admitidas,60,179,185,233,200
