"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,172,138,132,113,98
Admitidas,162,117,122,104,86
No admitidas,10,21,10,9,12
