"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,60,52,46,49,33
Admitidas,60,47,43,43,33
No admitidas,0,5,3,6,0
