"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,80,112,102,113,126
Admitidas (presentadas en el centro),57,110,96,96,106
Admitidas (presentadas en otro centro),0,0,3,4,4
No admitidas (presentadas en el centro),26,2,3,13,16
