"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,126,110,107,114,114
Admitidas (presentadas en el centro),98,107,101,98,108
Admitidas (presentadas en otro centro),0,0,0,1,3
No admitidas (presentadas en el centro),32,3,6,15,3
