"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,234,231,190,223,211
Admitidas (presentadas en el centro),169,169,155,164,163
Admitidas (presentadas en otro centro),0,4,2,3,3
No admitidas (presentadas en el centro),66,56,32,56,45
