"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,221,220,190,239,240
Admitidas,169,132,133,170,149
No admitidas,52,88,57,69,91
