"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,11,6,12,11,11
Admitidas,7,5,4,5,3
No admitidas,4,1,8,6,8
