"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,106,139,154,103,85
Admitidas,75,74,57,58,53
No admitidas,31,65,97,45,32
