"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,76,83,65,75,56
Admitidas,74,75,60,60,52
No admitidas,2,8,5,15,4
