"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,37,48,36,35,37
Admitidas,37,48,34,30,34
No admitidas,0,0,2,5,3
