"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,124,123,125,95,129
Admitidas (presentadas en el centro),80,84,88,62,85
Admitidas (presentadas en otro centro),0,9,4,5,5
No admitidas (presentadas en el centro),45,30,32,28,39
