"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,148,96,111,103,95
Admitidas,126,76,96,72,80
No admitidas,22,20,15,31,15
