"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,104,81,94,105,61
Admitidas,95,69,60,91,49
No admitidas,9,12,34,14,12
