"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,126,203,150,156,192
Admitidas (presentadas en el centro),72,80,72,69,76
Admitidas (presentadas en otro centro),0,3,3,1,2
No admitidas (presentadas en el centro),55,119,75,86,114
