"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,60,66,48,52,48
Admitidas,59,64,45,49,47
No admitidas,1,2,3,3,1
