"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,155,138,122,109,127
Admitidas (presentadas en el centro),110,108,99,89,99
Admitidas (presentadas en otro centro),0,6,7,4,5
No admitidas (presentadas en el centro),47,23,16,16,23
