"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,52,54,67,42,44
Admitidas,49,51,40,36,40
No admitidas,3,3,27,6,4
