"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,111,158,162,186,186
Admitidas (presentadas en el centro),64,69,67,71,77
Admitidas (presentadas en otro centro),0,1,1,1,0
No admitidas (presentadas en el centro),49,88,93,114,107
