"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,22,18,64,64,55
Admitidas,10,5,9,15,11
No admitidas,12,13,55,49,44
