"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,167,190,197,216,212
Admitidas,138,137,152,176,161
No admitidas,29,53,45,40,51
