"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,54,47,46,59,37
Admitidas,54,47,37,45,35
No admitidas,0,0,9,14,2
