"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,219,246,239,204,214
Admitidas (presentadas en el centro),152,153,139,142,151
Admitidas (presentadas en otro centro),0,13,16,9,8
No admitidas (presentadas en el centro),69,80,84,50,54
