"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,88,57,64,51,56
Admitidas,82,51,39,43,54
No admitidas,6,6,25,8,2
