"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,61,76,76,74,81
Admitidas,60,50,60,55,60
No admitidas,1,26,16,19,21
