"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,6,9,14,6,4
Admitidas,4,2,7,5,2
No admitidas,2,7,7,1,2
