"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,7,7,12,10,8
Admitidas,6,7,6,8,6
No admitidas,1,0,6,2,2
