"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,1,6,13,9,7
Admitidas,0,0,6,0,1
No admitidas,1,6,7,9,6
