"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,30,12,14,14,11
Admitidas,27,9,14,9,7
No admitidas,3,3,0,5,4
