"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,218,261,231,239,205
Admitidas (presentadas en el centro),151,158,152,151,138
Admitidas (presentadas en otro centro),0,4,1,4,4
No admitidas (presentadas en el centro),72,99,78,84,63
