"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,68,86,52,78,68
Admitidas,62,55,35,48,59
No admitidas,6,31,17,30,9
