"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,90,76,73,90,91
Admitidas,86,68,58,72,77
No admitidas,4,8,15,18,14
